BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	batch	cell line	compound	source_name	time-point	group
SAMN06611648	SRR5352571	2018-02-26T08:47:09Z	2017-03-17T13:00:13Z	16716675	1688384175	0	101	1041		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352571/SRR5352571.1	SRX2648798		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054008	simple	9606	Homo sapiens	GSM2539635							no					GEO	SRA546763		public	4ED5A24B4AB596887A0E1FBCFE55C9D2	85B582E856CE1447DD951BED3807204D	6611648	MK-2206_6.84_6 [CR1C09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054008	GSM2539635	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 6h	6h	MK_2206.6
SAMN06611647	SRR5352572	2018-02-26T08:47:09Z	2017-03-17T12:59:10Z	18016701	1819686801	0	101	1122		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352572/SRR5352572.1	SRX2648799		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054009	simple	9606	Homo sapiens	GSM2539636							no					GEO	SRA546763		public	0FC35EA649E822CDF64131A9B7DD80B7	9E8C961DACB5690E32AF3F01A49762AC	6611647	MK-2206_0.684_6 [CR1C10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054009	GSM2539636	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 6h	6h	MK_2206.6
SAMN06611646	SRR5352573	2018-02-26T08:47:09Z	2017-03-17T12:57:50Z	14105810	1424686810	0	101	886		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352573/SRR5352573.1	SRX2648800		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054010	simple	9606	Homo sapiens	GSM2539637							no					GEO	SRA546763		public	87768C5ACD5570EB41C41EFFA3C1A943	8BAA490B67100BB826435EF10BFD796E	6611646	Tivantinib_0.709_6 [CR1C11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054010	GSM2539637	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 6h	6h	Tivantinib.6
SAMN06611645	SRR5352574	2018-02-26T08:47:09Z	2017-03-17T12:59:26Z	16210855	1637296355	0	101	1011		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352574/SRR5352574.1	SRX2648801		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054011	simple	9606	Homo sapiens	GSM2539638							no					GEO	SRA546763		public	B71F1D68DF7F2D0356C06B40B60A4C12	C200239703A50E90E2D9FA90AE35E44F	6611645	Tivantinib_0.0709_6 [CR1C12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054011	GSM2539638	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 6h	6h	Tivantinib.6
SAMN06611644	SRR5352575	2018-02-26T08:47:09Z	2017-03-17T13:01:30Z	16733357	1690069057	0	101	1018		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352575/SRR5352575.1	SRX2648802		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054012	simple	9606	Homo sapiens	GSM2539639							no					GEO	SRA546763		public	FA3BCEDAAD063B399410064A2A51565C	5349EC12E6E97914552E1389975A0FC4	6611644	Topotecan_0.0138_6 [CR1D01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054012	GSM2539639	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 6h	6h	Topotecan.6
SAMN06611643	SRR5352576	2018-02-26T08:47:09Z	2017-03-17T12:59:47Z	16034568	1619491368	0	101	977		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352576/SRR5352576.1	SRX2648803		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054013	simple	9606	Homo sapiens	GSM2539640							no					GEO	SRA546763		public	E784960D127ACAAA0CF61CC2069D5428	B1FE76D0694A7408AE7D4D8823D3DABD	6611643	Topotecan_0.00138_6 [CR1D02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054013	GSM2539640	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 6h	6h	Topotecan.6
SAMN06611642	SRR5352577	2018-02-26T08:47:09Z	2017-03-17T12:58:14Z	13915170	1405432170	0	101	845		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352577/SRR5352577.1	SRX2648804		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054014	simple	9606	Homo sapiens	GSM2539641							no					GEO	SRA546763		public	BFFE209E48ECD74CE4DFDB79EB7A84C7	03B93501C32297BE1832446C7EF9F156	6611642	YK-4-279_0.65_6 [CR1D03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054014	GSM2539641	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 6h	6h	YK_4_279.6
SAMN06611641	SRR5352578	2018-02-26T08:47:09Z	2017-03-17T12:58:44Z	16235683	1639803983	0	101	991		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352578/SRR5352578.1	SRX2648805		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054015	simple	9606	Homo sapiens	GSM2539643							no					GEO	SRA546763		public	0B76D486C5446EC4533B6A1C26953A11	166D5C3E98BF65C41813B4726C8FB401	6611641	YK-4-279_0.065_6 [CR1D04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054015	GSM2539643	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 6h	6h	YK_4_279.6
SAMN06611640	SRR5352579	2018-02-26T08:47:09Z	2017-03-17T12:59:05Z	12357318	1248089118	0	101	761		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352579/SRR5352579.1	SRX2648806		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054016	simple	9606	Homo sapiens	GSM2539644							no					GEO	SRA546763		public	0191ED12E4B9C4DC34E81FAE56F2D216	4B2C9C86D01C1E20CC26187323D6DE85	6611640	MK-2206_6.84_6 [CR1D05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054016	GSM2539644	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 6h	6h	MK_2206.6
SAMN06611639	SRR5352580	2018-02-26T08:47:09Z	2017-03-17T12:59:36Z	15416987	1557115687	0	101	945		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352580/SRR5352580.1	SRX2648807		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054017	simple	9606	Homo sapiens	GSM2539645							no					GEO	SRA546763		public	C43324C3275CCE562D137F89BD2A9A29	BB477820D14BC553A93ADDD6ABCECF02	6611639	MK-2206_0.684_6 [CR1D06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054017	GSM2539645	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 6h	6h	MK_2206.6
SAMN06611638	SRR5352581	2018-02-26T08:47:09Z	2017-03-17T12:59:44Z	16388736	1655262336	0	101	999		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352581/SRR5352581.1	SRX2648808		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054018	simple	9606	Homo sapiens	GSM2539647							no					GEO	SRA546763		public	D8F57F82B3723FA3CF9E5CAE5A641420	30651AC511CBDB891F0BFC84B8CE2634	6611638	Tivantinib_0.709_6 [CR1D07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054018	GSM2539647	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 6h	6h	Tivantinib.6
SAMN06611637	SRR5352582	2018-02-26T08:47:09Z	2017-03-17T12:59:55Z	18809910	1899800910	0	101	1138		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352582/SRR5352582.1	SRX2648809		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054019	simple	9606	Homo sapiens	GSM2539649							no					GEO	SRA546763		public	1F3A5DC453B4B7F7731CE2E832E57CB4	E148CDA449F5872A4C5FF238DB67F452	6611637	Tivantinib_0.0709_6 [CR1D08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054019	GSM2539649	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 6h	6h	Tivantinib.6
SAMN06611636	SRR5352583	2018-02-26T08:47:09Z	2017-03-17T12:59:36Z	15415045	1556919545	0	101	943		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352583/SRR5352583.1	SRX2648810		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054021	simple	9606	Homo sapiens	GSM2539651							no					GEO	SRA546763		public	088F1594F945E545546396693EC1200D	28DE8836561AC76946E01709A457DDC1	6611636	Topotecan_0.0138_6 [CR1D09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054021	GSM2539651	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 6h	6h	Topotecan.6
SAMN06611635	SRR5352584	2018-02-26T08:47:09Z	2017-03-17T13:00:53Z	16598949	1676493849	0	101	1005		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352584/SRR5352584.1	SRX2648811		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054020	simple	9606	Homo sapiens	GSM2539653							no					GEO	SRA546763		public	CF86EF6DE65BFFCF5E30E296CE32461C	306479A3730DD2B923EC8299E5EFD1CC	6611635	Topotecan_0.00138_6 [CR1D10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054020	GSM2539653	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 6h	6h	Topotecan.6
SAMN06611634	SRR5352585	2018-02-26T08:47:09Z	2017-03-17T13:00:47Z	18312952	1849608152	0	101	1110		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352585/SRR5352585.1	SRX2648812		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054022	simple	9606	Homo sapiens	GSM2539655							no					GEO	SRA546763		public	7764710F72B4A89896686AF24FE55ECF	1D2D02AA3E26F298E4B58C5B49C60162	6611634	YK-4-279_0.65_6 [CR1D11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054022	GSM2539655	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 6h	6h	YK_4_279.6
SAMN06611633	SRR5352586	2018-02-26T08:47:09Z	2017-03-17T13:00:11Z	15276437	1542920137	0	101	935		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352586/SRR5352586.1	SRX2648813		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054023	simple	9606	Homo sapiens	GSM2539656							no					GEO	SRA546763		public	717BC3384F094FFB17B462F07AA76EC0	C0A7F9EF84D0E05B4EC1672588CBDC6B	6611633	YK-4-279_0.065_6 [CR1D12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054023	GSM2539656	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 6h	6h	YK_4_279.6
SAMN06611632	SRR5352587	2018-02-26T08:47:09Z	2017-03-17T12:59:36Z	14611608	1475772408	0	101	867		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352587/SRR5352587.1	SRX2648814		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054024	simple	9606	Homo sapiens	GSM2539657							no					GEO	SRA546763		public	829D7351384831AFB1F97CEE9EDE7201	74800EA9FB3B2A438BCC71C1741B8C3F	6611632	MK-2206_6.84_24 [CR1E01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054024	GSM2539657	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 24h	24h	MK_2206.24
SAMN06611631	SRR5352588	2018-02-26T08:47:09Z	2017-03-17T12:58:57Z	14006172	1414623372	0	101	831		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352588/SRR5352588.1	SRX2648815		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054025	simple	9606	Homo sapiens	GSM2539658							no					GEO	SRA546763		public	9DD73C317CC45DA1BB141F1BEF00631A	E4EA7FC2D9ABA463D7598527B959727C	6611631	MK-2206_0.684_24 [CR1E02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054025	GSM2539658	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 24h	24h	MK_2206.24
SAMN06611630	SRR5352589	2018-02-26T08:47:09Z	2017-03-17T12:59:22Z	12932745	1306207245	0	101	778		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352589/SRR5352589.1	SRX2648816		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054026	simple	9606	Homo sapiens	GSM2539659							no					GEO	SRA546763		public	8A20D557EF35AFA2ADC625843B63CDB6	798FD163151CBB06FD2AB4614F488A2E	6611630	Tivantinib_0.709_24 [CR1E03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054026	GSM2539659	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 24h	24h	Tivantinib.24
SAMN06611629	SRR5352590	2018-02-26T08:47:09Z	2017-03-17T13:00:19Z	15754370	1591191370	0	101	943		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352590/SRR5352590.1	SRX2648817		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054027	simple	9606	Homo sapiens	GSM2539660							no					GEO	SRA546763		public	F6981BB3A13D2C7240A9169118060CA9	E051D328667D12C27773A5204CB51553	6611629	Tivantinib_0.0709_24 [CR1E04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054027	GSM2539660	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 24h	24h	Tivantinib.24
SAMN06611628	SRR5352591	2018-02-26T08:47:09Z	2017-03-17T12:59:44Z	14888701	1503758801	0	101	890		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352591/SRR5352591.1	SRX2648818		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054028	simple	9606	Homo sapiens	GSM2539661							no					GEO	SRA546763		public	3C412975DE2DAC165C646BE7BCF68A3F	A4F19C458794C2F2AD426242EF559C18	6611628	Topotecan_0.0138_24 [CR1E05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054028	GSM2539661	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 24h	24h	Topotecan.24
SAMN06611627	SRR5352592	2018-02-26T08:47:09Z	2017-03-17T13:02:52Z	19670463	1986716763	0	101	1165		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352592/SRR5352592.1	SRX2648819		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054029	simple	9606	Homo sapiens	GSM2539662							no					GEO	SRA546763		public	907BB760E1548896A04492A4F59ABA08	8BD755C2663726425F22E3D1CCC70146	6611627	Topotecan_0.00138_24 [CR1E06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054029	GSM2539662	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 24h	24h	Topotecan.24
SAMN06611626	SRR5352593	2018-02-26T08:47:09Z	2017-03-17T12:59:59Z	14130104	1427140504	0	101	846		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352593/SRR5352593.1	SRX2648820		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054031	simple	9606	Homo sapiens	GSM2539663							no					GEO	SRA546763		public	C408F6C576D8CFD57A8A3DC681B6054C	67072AC73862479A617738E7EB6637FB	6611626	YK-4-279_0.65_24 [CR1E07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054031	GSM2539663	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 24h	24h	YK_4_279.24
SAMN06611625	SRR5352594	2018-02-26T08:47:09Z	2017-03-17T13:00:06Z	16805748	1697380548	0	101	997		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352594/SRR5352594.1	SRX2648821		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054030	simple	9606	Homo sapiens	GSM2539664							no					GEO	SRA546763		public	7CE552C2A42AA54629AF391DE10E8303	10C415620E546A16F2AF516B7E267A4B	6611625	YK-4-279_0.065_24 [CR1E08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054030	GSM2539664	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 24h	24h	YK_4_279.24
SAMN06611470	SRR5352595	2018-02-26T08:47:09Z	2017-03-17T12:59:30Z	15084947	1523579647	0	101	897		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352595/SRR5352595.1	SRX2648822		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054032	simple	9606	Homo sapiens	GSM2539665							no					GEO	SRA546763		public	8E9F00BECCC084877D5CC77313306FDC	20B467BF5A9F858A2CC9DDA9FFFE609C	6611470	MK-2206_6.84_24 [CR1E09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054032	GSM2539665	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 24h	24h	MK_2206.24
SAMN06611469	SRR5352596	2018-02-26T08:47:09Z	2017-03-17T13:02:54Z	20918768	2112795568	0	101	1235		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352596/SRR5352596.1	SRX2648823		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054033	simple	9606	Homo sapiens	GSM2539666							no					GEO	SRA546763		public	B894327B97C75BECC884A805155D12D1	DAAACE6CC088523BF7BE6A7B858F08EE	6611469	MK-2206_0.684_24 [CR1E10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054033	GSM2539666	1	H-STS NET	MK-2206	H-STS NET cell line, MK-2206, 24h	24h	MK_2206.24
SAMN06611468	SRR5352597	2018-02-26T08:47:09Z	2017-03-17T13:03:04Z	17173491	1734522591	0	101	1024		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352597/SRR5352597.1	SRX2648824		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054035	simple	9606	Homo sapiens	GSM2539667							no					GEO	SRA546763		public	19C82F1FB008E2506ABAFA58E6770259	C7D6622F6A85684FB52E2D3D482CAF62	6611468	Tivantinib_0.709_24 [CR1E11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054035	GSM2539667	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 24h	24h	Tivantinib.24
SAMN06611467	SRR5352598	2018-02-26T08:47:09Z	2017-03-17T13:03:25Z	17837933	1801631233	0	101	1065		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352598/SRR5352598.1	SRX2648825		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054034	simple	9606	Homo sapiens	GSM2539668							no					GEO	SRA546763		public	6DC90004F50D37AFD11ECDE42B800B10	F94890432DDE7A79CBC34AD82CDF3F66	6611467	Tivantinib_0.0709_24 [CR1E12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054034	GSM2539668	1	H-STS NET	Tivantinib	H-STS NET cell line, Tivantinib, 24h	24h	Tivantinib.24
SAMN06611466	SRR5352599	2018-02-26T08:47:09Z	2017-03-17T13:00:37Z	12472980	1259770980	0	101	715		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352599/SRR5352599.1	SRX2648826		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054036	simple	9606	Homo sapiens	GSM2539669							no					GEO	SRA546763		public	30972A232A354C5FD96BE48CA5F453B4	5A9B809BC4ED565EC3083DEDFFF4134C	6611466	Topotecan_0.0138_24 [CR1F01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054036	GSM2539669	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 24h	24h	Topotecan.24
SAMN06611465	SRR5352600	2018-02-26T08:47:09Z	2017-03-17T13:02:11Z	12963582	1309321782	0	101	748		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352600/SRR5352600.1	SRX2648827		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054037	simple	9606	Homo sapiens	GSM2539670							no					GEO	SRA546763		public	081FC6E4932547062EFE4AB6C8AF7A2B	3D60D63C93BC72AB84283A94C461C475	6611465	Topotecan_0.00138_24 [CR1F02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054037	GSM2539670	1	H-STS NET	Topotecan	H-STS NET cell line, Topotecan, 24h	24h	Topotecan.24
SAMN06611464	SRR5352601	2018-02-26T08:47:10Z	2017-03-17T13:01:21Z	14719705	1486690205	0	101	848		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352601/SRR5352601.1	SRX2648828		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054038	simple	9606	Homo sapiens	GSM2539671							no					GEO	SRA546763		public	654CF4701FB8796B75AF0F71FC7CEA54	0F300D77D3A21A7E1B195BC2603ADDDB	6611464	YK-4-279_0.65_24 [CR1F03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054038	GSM2539671	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 24h	24h	YK_4_279.24
SAMN06611463	SRR5352602	2018-02-26T08:47:10Z	2017-03-17T13:06:42Z	15180872	1533268072	0	101	882		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352602/SRR5352602.1	SRX2648829		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054039	simple	9606	Homo sapiens	GSM2539672							no					GEO	SRA546763		public	62B2E67972FF03604C02A6D97D256C44	C684674AAEE3CECAED4DCDBB4CDB849F	6611463	YK-4-279_0.065_24 [CR1F04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054039	GSM2539672	1	H-STS NET	YK-4-279	H-STS NET cell line, YK-4-279, 24h	24h	YK_4_279.24
SAMN06611462	SRR5352603	2018-02-26T08:47:10Z	2017-03-17T13:00:48Z	12776358	1290412158	0	101	734		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352603/SRR5352603.1	SRX2648830		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054040	simple	9606	Homo sapiens	GSM2539673							no					GEO	SRA546763		public	5B58A0FFB451F04BFE7E19AE954C25E8	6A0FFDD3391CD69DF345CACBCC689621	6611462	DMSO_0.2_6 [CR1F06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054040	GSM2539673	1	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h	DMSO.6
