BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	Biological replicate	age	biomaterial_provider	cell_line	disease	disease_stage	isolate	sample_type	sex	tissue	treatment	group
SAMN13088070	SRR10326493	2019-11-14T16:02:04Z	2019-10-28T12:48:35Z	19040106	5255728185	19030740	276	1314	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326493/SRR10326493.1	SRX7036645	F-5-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556552	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx1_24h_1					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	D7FAC7BD01E71628D5ADBC1C0D379754	D595509C3415D00754A2093D4AF3487F	13088070	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx1_24h_1	SRA: SRS5556552	Biological replicate 1	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx1_24h	H2122.MRTX849_QDx1_24h
SAMN13088071	SRR10326492	2019-11-14T16:02:04Z	2019-10-28T12:51:09Z	18894687	5202876146	18887823	275	1159	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326492/SRR10326492.1	SRX7036646	F-5-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556553	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx1_24h_2					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	540DF2F3A19584B8F785D3CAB07AD2DF	CBB5E0E6C40496840D8CD54CCC766F9D	13088071	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx1_24h_2	SRA: SRS5556553	Biological replicate 2	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx1_24h	H2122.MRTX849_QDx1_24h
SAMN13088072	SRR10326491	2019-11-14T16:02:04Z	2019-10-28T12:43:14Z	15056398	4171708932	15050704	277	925	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326491/SRR10326491.1	SRX7036647	F-5-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556554	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx1_24h_3					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	972F240411A321582DD749C99FB538F9	69AC40E2A3DA043657EDC53C8EC70C7F	13088072	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx1_24h_3	SRA: SRS5556554	Biological replicate 3	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx1_24h	H2122.MRTX849_QDx1_24h
SAMN13088073	SRR10326490	2019-11-14T16:02:04Z	2019-10-28T12:41:58Z	17393853	4781775817	17384751	274	1186	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326490/SRR10326490.1	SRX7036648	F-7-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556555	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx7_6h_1					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	81629037FDD640BB0DFFC3D84663EB68	72779864EDD5CF4D9C7817D9A316FBF8	13088073	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx7_6h_1	SRA: SRS5556555	Biological replicate 1	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx7_6h	H2122.MRTX849_QDx7_6h
SAMN13088074	SRR10326488	2019-11-14T16:02:04Z	2019-10-28T13:39:09Z	16172120	4441398689	16167931	274	997	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032648/SRR10326488.1	SRX7036650	F-7-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556557	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx7_6h_2					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	14438EA47150C5B254F7D5546F633639	896071720F6A23FEC06950E854891769	13088074	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx7_6h_2	SRA: SRS5556557	Biological replicate 2	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx7_6h	H2122.MRTX849_QDx7_6h
SAMN13088075	SRR10326487	2019-11-14T16:02:04Z	2019-10-28T13:40:01Z	16827871	4622021775	16821724	274	1036	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032648/SRR10326487.1	SRX7036651	F-7-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556558	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx7_6h_3					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	15A360FB22DBD4EA7136F222AB5219FC	2BCA0216B1F9A973DB2115A931B2B2C6	13088075	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx7_6h_3	SRA: SRS5556558	Biological replicate 3	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx7_6h	H2122.MRTX849_QDx7_6h
SAMN13088076	SRR10326486	2019-11-14T16:02:04Z	2019-10-28T13:38:16Z	14242090	3888962170	14237925	273	975	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032648/SRR10326486.1	SRX7036652	F-8-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556559	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx7_24h_1					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	850C6DAF884C3C8D75B2F8D5F44396A0	E78501EA8D585646FCDECE985D44492C	13088076	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx7_24h_1	SRA: SRS5556559	Biological replicate 1	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx7_24h	H2122.MRTX849_QDx7_24h
SAMN13088077	SRR10326485	2019-11-14T16:02:04Z	2019-10-28T13:40:38Z	20638363	5646381354	20633992	273	1263	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326485/SRR10326485.1	SRX7036653	F-8-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556560	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx7_24h_2					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	EA58CBE55D2FF40674DD679E2C206B4F	FDC5DB74A8CBB6ADB72C168E5B13B317	13088077	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx7_24h_2	SRA: SRS5556560	Biological replicate 2	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx7_24h	H2122.MRTX849_QDx7_24h
SAMN13088078	SRR10326484	2019-11-14T16:02:04Z	2019-10-28T13:42:29Z	14055090	3848580022	14052166	273	1044	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326484/SRR10326484.1	SRX7036654	F-8-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556561	simple	9606	Homo sapiens	H2122.first_MRTX849_QDx7_24h_3					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	3B2375491AF04853DBF020AA1D4CC006	F4987F806504FBFBF6206E4113368C59	13088078	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122.first_MRTX849_QDx7_24h_3	SRA: SRS5556561	Biological replicate 3	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_QDx7_24h	H2122.MRTX849_QDx7_24h
SAMN13088079	SRR10326541	2019-11-14T16:02:03Z	2019-10-28T12:17:01Z	20141317	5903745120	20133452	293	1386	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326541/SRR10326541.1	SRX7036597	E-2-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556504	simple	9606	Homo sapiens	H358_Vehicle_300mm3_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	32054C92E49C472E924934B7B56B86C6	D42D3F2CC51B268BC6DA23A730925F87	13088079	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_Vehicle_300mm3_1	SRA: SRS5556504	Biological replicate 1	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	Vehicle_300mm3	H358.Vehicle_300mm3
SAMN13088080	SRR10326540	2019-11-14T16:02:03Z	2019-10-28T12:47:35Z	19358063	5683405170	19352582	293	1287	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326540/SRR10326540.1	SRX7036598	E-2-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556505	simple	9606	Homo sapiens	H358_Vehicle_300mm3_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	12C4CDBB48999E9AFB557F7613207493	8B6D5753E038145A3AF28B0DF99BDC2B	13088080	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_Vehicle_300mm3_2	SRA: SRS5556505	Biological replicate 2	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	Vehicle_300mm3	H358.Vehicle_300mm3
SAMN13088081	SRR10326500	2019-11-14T16:02:04Z	2019-10-28T12:50:26Z	23324748	6862478723	23316784	294	1581	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326500/SRR10326500.1	SRX7036638	E-2-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556545	simple	9606	Homo sapiens	H358_Vehicle_300mm3_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	20831C1C4782171B93B82D330FC98103	5C997D5FD13AAF186ABF5A8A121407CA	13088081	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_Vehicle_300mm3_3	SRA: SRS5556545	Biological replicate 3	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	Vehicle_300mm3	H358.Vehicle_300mm3
SAMN13088082	SRR10326489	2019-11-14T16:02:04Z	2019-10-28T12:55:17Z	29172744	8593524685	29164961	294	1844	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326489/SRR10326489.1	SRX7036649	E-3-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556556	simple	9606	Homo sapiens	H358_Vehicle_500mm3_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	0CDEDD24D8E45FC8ABE85E74CD2BBC0C	951FC8B51A0260FCE264592BFE098471	13088082	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_Vehicle_500mm3_1	SRA: SRS5556556	Biological replicate 1	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	Vehicle_500mm3	H358.Vehicle_500mm3
SAMN13088083	SRR10326478	2019-11-14T16:02:04Z	2019-10-28T12:46:56Z	17690180	5177780550	17685645	292	1119	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326478/SRR10326478.1	SRX7036660	E-3-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556567	simple	9606	Homo sapiens	H358_Vehicle_500mm3_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	D4FE15F2B5B402169EC5CFACDC34DEB9	7339308B02DCEAAED62CE8D46864E26A	13088083	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_Vehicle_500mm3_2	SRA: SRS5556567	Biological replicate 2	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	Vehicle_500mm3	H358.Vehicle_500mm3
SAMN13088084	SRR10326467	2019-11-14T16:02:04Z	2019-10-28T12:47:30Z	19742504	5752241256	19735569	291	1341	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032646/SRR10326467.1	SRX7036671	E-3-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556578	simple	9606	Homo sapiens	H358_Vehicle_500mm3_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	A4016A96060EB956957E08CB2B4EB49D	DFECE9CBB69C10BCE1A7AB250D273E86	13088084	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_Vehicle_500mm3_3	SRA: SRS5556578	Biological replicate 3	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	Vehicle_500mm3	H358.Vehicle_500mm3
SAMN13088085	SRR10326456	2019-11-14T16:02:04Z	2019-10-28T12:55:16Z	25557818	7492442928	25548054	293	1718	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326456/SRR10326456.1	SRX7036682	E-4-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556589	simple	9606	Homo sapiens	H358_MRTX849_QDx1_6h_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	76142D803CF5D0107DFD3252EE223424	CDFD15800796320F3D894F06105214F5	13088085	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_MRTX849_QDx1_6h_1	SRA: SRS5556589	Biological replicate 1	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	MRTX849_QDx1_6h	H358.MRTX849_QDx1_6h
SAMN13088086	SRR10326445	2019-11-14T16:02:05Z	2019-10-28T12:41:56Z	17945366	5190353493	17937928	289	1106	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032644/SRR10326445.1	SRX7036693	E-4-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556600	simple	9606	Homo sapiens	H358_MRTX849_QDx1_6h_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	FE180E59FFFC9EC1CC444DCF8A351CA4	9E29133778E5521905BE844F86A47F16	13088086	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_MRTX849_QDx1_6h_2	SRA: SRS5556600	Biological replicate 2	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	MRTX849_QDx1_6h	H358.MRTX849_QDx1_6h
SAMN13088087	SRR10326434	2019-11-14T16:02:05Z	2019-10-28T12:52:41Z	19925644	5803181346	19918200	291	1396	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032643/SRR10326434.1	SRX7036704	E-4-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556611	simple	9606	Homo sapiens	H358_MRTX849_QDx1_6h_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	85DE58B420BDB3D0F72DA78E2FB824B0	57408DC9E8AD8AE21CA64454AEA2BC27	13088087	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_MRTX849_QDx1_6h_3	SRA: SRS5556611	Biological replicate 3	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	MRTX849_QDx1_6h	H358.MRTX849_QDx1_6h
SAMN13088088	SRR10326423	2019-11-14T16:02:05Z	2019-10-28T12:47:42Z	20077433	5880042667	20070190	292	1401	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326423/SRR10326423.1	SRX7036715	E-5-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556622	simple	9606	Homo sapiens	H358_MRTX849_QDx1_24h_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	5413380A6822A9C9ACF7354AF63DC9E4	0CAC7E2218B5D86E34130191638E811A	13088088	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_MRTX849_QDx1_24h_1	SRA: SRS5556622	Biological replicate 1	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	MRTX849_QDx1_24h	H358.MRTX849_QDx1_24h
SAMN13088089	SRR10326539	2019-11-14T16:02:03Z	2019-10-28T12:49:51Z	16251993	4754684018	16247740	292	1045	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326539/SRR10326539.1	SRX7036599	E-5-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556506	simple	9606	Homo sapiens	H358_MRTX849_QDx1_24h_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	0CC13F678E6620F0F0331044AEE2D444	6B27A80EB0A3674908DD84B7934AA320	13088089	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_MRTX849_QDx1_24h_2	SRA: SRS5556506	Biological replicate 2	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	MRTX849_QDx1_24h	H358.MRTX849_QDx1_24h
SAMN13088090	SRR10326528	2019-11-14T16:02:03Z	2019-10-28T12:50:40Z	20503823	5997038968	20498224	292	1343	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326528/SRR10326528.1	SRX7036610	E-5-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556517	simple	9606	Homo sapiens	H358_MRTX849_QDx1_24h_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	CDE51E9A14B1DB33E185B68527F7751A	38FB9AB5FE2EA62D524A787DF8CD1747	13088090	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_MRTX849_QDx1_24h_3	SRA: SRS5556517	Biological replicate 3	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	MRTX849_QDx1_24h	H358.MRTX849_QDx1_24h
SAMN13088091	SRR10326517	2019-11-14T16:02:04Z	2019-10-28T12:49:44Z	18173389	5350646972	18167462	294	1225	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326517/SRR10326517.1	SRX7036621	E-7-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556528	simple	9606	Homo sapiens	H358_MRTX849_QDx7_6h_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	7285CD30D09656510E6BA5F5868ABA19	A39567D7A5AAE933462F68A61C39669D	13088091	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_MRTX849_QDx7_6h_1	SRA: SRS5556528	Biological replicate 1	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	MRTX849_QDx7_6h	H358.MRTX849_QDx7_6h
SAMN13088092	SRR10326507	2019-11-14T16:02:04Z	2019-10-28T12:51:44Z	17300871	5052391783	17297505	292	1267	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326507/SRR10326507.1	SRX7036631	E-7-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556538	simple	9606	Homo sapiens	H358_MRTX849_QDx7_6h_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	26599FE8718216B0CA180D29E309926F	241C9815CCA9B038E90EF20CE2717207	13088092	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_MRTX849_QDx7_6h_2	SRA: SRS5556538	Biological replicate 2	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	MRTX849_QDx7_6h	H358.MRTX849_QDx7_6h
SAMN13088093	SRR10326506	2019-11-14T16:02:04Z	2019-10-28T12:45:32Z	14993886	4404584668	14986881	293	1136	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032650/SRR10326506.1	SRX7036632	E-7-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556539	simple	9606	Homo sapiens	H358_MRTX849_QDx7_6h_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	C39D58755A0B402DDCBF1D716196EC34	254479DD79CC1F88EFBD9D6ACD0A7D4A	13088093	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_MRTX849_QDx7_6h_3	SRA: SRS5556539	Biological replicate 3	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	MRTX849_QDx7_6h	H358.MRTX849_QDx7_6h
SAMN13088094	SRR10326505	2019-11-14T16:02:04Z	2019-10-28T12:53:24Z	15122162	4440530248	15118008	293	1052	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032650/SRR10326505.1	SRX7036633	E-8-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556540	simple	9606	Homo sapiens	H358_MRTX849_QDx7_24h_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	858C1A0AF37E7D7D3F0B84A37ACB5DB0	40B353B73630DE57EA0AC4DEB9C26969	13088094	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_MRTX849_QDx7_24h_1	SRA: SRS5556540	Biological replicate 1	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	MRTX849_QDx7_24h	H358.MRTX849_QDx7_24h
SAMN13088095	SRR10326504	2019-11-14T16:02:04Z	2019-10-28T12:43:51Z	15426961	4546399890	15423934	294	1011	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032650/SRR10326504.1	SRX7036634	E-8-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556541	simple	9606	Homo sapiens	H358_MRTX849_QDx7_24h_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	BB2B9FDDB69890D2D4D527F98A329384	E86339179DF9A08BD61AB70361F7C994	13088095	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H358_MRTX849_QDx7_24h_2	SRA: SRS5556541	Biological replicate 2	not applicable	ATCC	H358	bronchioalveolar carcinoma; non-small cell lung cancer	""	not applicable	xenograft	male	lung/bronchiole; derived from metastatic site: alveolus	MRTX849_QDx7_24h	H358.MRTX849_QDx7_24h
